Date (2020),District(s),Origin,Cases,Cases,Type of transmission,Source(s)
June-22,"Alappuzha (12), Ernakulam (14), Idukki (4), Kannur (3), Kasargod (9), Kollam (13), Kottayam (13), Kozhikode (5), Malappuram (17), Palakkad (16), Pathanamthitta (4), Thiruvananthapuram (11), Thrissur (12), Wayanad (5)",None,4,3310,PTP,[135]
June-22,"Alappuzha (12), Ernakulam (14), Idukki (4), Kannur (3), Kasargod (9), Kollam (13), Kottayam (13), Kozhikode (5), Malappuram (17), Palakkad (16), Pathanamthitta (4), Thiruvananthapuram (11), Thrissur (12), Wayanad (5)",Oman,4,3310,T,[135]
June-22,"Alappuzha (12), Ernakulam (14), Idukki (4), Kannur (3), Kasargod (9), Kollam (13), Kottayam (13), Kozhikode (5), Malappuram (17), Palakkad (16), Pathanamthitta (4), Thiruvananthapuram (11), Thrissur (12), Wayanad (5)",Uttar Pradesh,2,3310,T,[135]
June-22,"Alappuzha (12), Ernakulam (14), Idukki (4), Kannur (3), Kasargod (9), Kollam (13), Kottayam (13), Kozhikode (5), Malappuram (17), Palakkad (16), Pathanamthitta (4), Thiruvananthapuram (11), Thrissur (12), Wayanad (5)",West Bengal,2,3310,T,[135]
June-22,"Alappuzha (12), Ernakulam (14), Idukki (4), Kannur (3), Kasargod (9), Kollam (13), Kottayam (13), Kozhikode (5), Malappuram (17), Palakkad (16), Pathanamthitta (4), Thiruvananthapuram (11), Thrissur (12), Wayanad (5)",Andhra Pradesh,1,3310,T,[135]
June-22,"Alappuzha (12), Ernakulam (14), Idukki (4), Kannur (3), Kasargod (9), Kollam (13), Kottayam (13), Kozhikode (5), Malappuram (17), Palakkad (16), Pathanamthitta (4), Thiruvananthapuram (11), Thrissur (12), Wayanad (5)",Bahrain,1,3310,T,[135]
June-22,"Alappuzha (12), Ernakulam (14), Idukki (4), Kannur (3), Kasargod (9), Kollam (13), Kottayam (13), Kozhikode (5), Malappuram (17), Palakkad (16), Pathanamthitta (4), Thiruvananthapuram (11), Thrissur (12), Wayanad (5)",Karnataka,2,3310,T,[135]
June-22,"Alappuzha (12), Ernakulam (14), Idukki (4), Kannur (3), Kasargod (9), Kollam (13), Kottayam (13), Kozhikode (5), Malappuram (17), Palakkad (16), Pathanamthitta (4), Thiruvananthapuram (11), Thrissur (12), Wayanad (5)",Nigeria,1,3310,T,[135]
June-22,"Alappuzha (12), Ernakulam (14), Idukki (4), Kannur (3), Kasargod (9), Kollam (13), Kottayam (13), Kozhikode (5), Malappuram (17), Palakkad (16), Pathanamthitta (4), Thiruvananthapuram (11), Thrissur (12), Wayanad (5)",Punjab,1,3310,T,[135]
June-22,"Alappuzha (12), Ernakulam (14), Idukki (4), Kannur (3), Kasargod (9), Kollam (13), Kottayam (13), Kozhikode (5), Malappuram (17), Palakkad (16), Pathanamthitta (4), Thiruvananthapuram (11), Thrissur (12), Wayanad (5)",Russia,1,3310,T,[135]
June-23,"Alappuzha (19), Ernakulam (13), Idukki (2), Kannur (6), Kollam (4), Kottayam (8), Kozhikode (6), Malappuram (11), Palakkad (27), Pathanamthitta (27), Thiruvananthapuram (4), Thrissur (14), Wayanad (2)",Overseas,79,3451,T,
June-23,"Alappuzha (19), Ernakulam (13), Idukki (2), Kannur (6), Kollam (4), Kottayam (8), Kozhikode (6), Malappuram (11), Palakkad (27), Pathanamthitta (27), Thiruvananthapuram (4), Thrissur (14), Wayanad (2)",Other states,52,3451,T,
June-23,"Alappuzha (19), Ernakulam (13), Idukki (2), Kannur (6), Kollam (4), Kottayam (8), Kozhikode (6), Malappuram (11), Palakkad (27), Pathanamthitta (27), Thiruvananthapuram (4), Thrissur (14), Wayanad (2)",None,10,3451,PTP,
June-24,"Alappuzha (15), Ernakulam (8), Idukki (6), Kannur (17), Kasargod (6), Kollam (18), Kottayam (7), Kozhikode (3), Malappuram (10), Palakkad (16), Pathanamthitta (25), Thiruvananthapuram (4), Thrissur (15), Wayanad (2)",Overseas,98,3603,T,[136]
June-24,"Alappuzha (15), Ernakulam (8), Idukki (6), Kannur (17), Kasargod (6), Kollam (18), Kottayam (7), Kozhikode (3), Malappuram (10), Palakkad (16), Pathanamthitta (25), Thiruvananthapuram (4), Thrissur (15), Wayanad (2)",Other states,46,3603,T,[136]
June-24,"Alappuzha (15), Ernakulam (8), Idukki (6), Kannur (17), Kasargod (6), Kollam (18), Kottayam (7), Kozhikode (3), Malappuram (10), Palakkad (16), Pathanamthitta (25), Thiruvananthapuram (4), Thrissur (15), Wayanad (2)",None,8,3603,PTP,[136]
June-25,"Alappuzha (18), Ernakulam (10), Idukki (3), Kannur (9), Kasargod (4), Kollam (13), Kottayam (2), Kozhikode (7), Malappuram (6), Palakkad (24), Pathanamthitta (13), Thiruvananthapuram (2), Thrissur (9), Wayanad (2)",Overseas,84,3726,T,
June-25,"Alappuzha (18), Ernakulam (10), Idukki (3), Kannur (9), Kasargod (4), Kollam (13), Kottayam (2), Kozhikode (7), Malappuram (6), Palakkad (24), Pathanamthitta (13), Thiruvananthapuram (2), Thrissur (9), Wayanad (2)",Other states,33,3726,T,
June-25,"Alappuzha (18), Ernakulam (10), Idukki (3), Kannur (9), Kasargod (4), Kollam (13), Kottayam (2), Kozhikode (7), Malappuram (6), Palakkad (24), Pathanamthitta (13), Thiruvananthapuram (2), Thrissur (9), Wayanad (2)",None,6,3726,PTP,
June-26,"Alappuzha (21), Ernakulam (9), Idukki (2), Kannur (13), Kasargod (2), Kollam (16), Kottayam (18), Kozhikode (7), Malappuram (16), Palakkad (23), Pathanamthitta (4), Thiruvananthapuram (7), Thrissur (7), Wayanad (5)",Kuwait,50,3876,T,
June-26,"Alappuzha (21), Ernakulam (9), Idukki (2), Kannur (13), Kasargod (2), Kollam (16), Kottayam (18), Kozhikode (7), Malappuram (16), Palakkad (23), Pathanamthitta (4), Thiruvananthapuram (7), Thrissur (7), Wayanad (5)",Maharashtra,15,3876,T,
June-26,"Alappuzha (21), Ernakulam (9), Idukki (2), Kannur (13), Kasargod (2), Kollam (16), Kottayam (18), Kozhikode (7), Malappuram (16), Palakkad (23), Pathanamthitta (4), Thiruvananthapuram (7), Thrissur (7), Wayanad (5)",Saudi Arabia,14,3876,T,
June-26,"Alappuzha (21), Ernakulam (9), Idukki (2), Kannur (13), Kasargod (2), Kollam (16), Kottayam (18), Kozhikode (7), Malappuram (16), Palakkad (23), Pathanamthitta (4), Thiruvananthapuram (7), Thrissur (7), Wayanad (5)",UAE,14,3876,T,
June-26,"Alappuzha (21), Ernakulam (9), Idukki (2), Kannur (13), Kasargod (2), Kollam (16), Kottayam (18), Kozhikode (7), Malappuram (16), Palakkad (23), Pathanamthitta (4), Thiruvananthapuram (7), Thrissur (7), Wayanad (5)",Delhi,11,3876,T,
June-26,"Alappuzha (21), Ernakulam (9), Idukki (2), Kannur (13), Kasargod (2), Kollam (16), Kottayam (18), Kozhikode (7), Malappuram (16), Palakkad (23), Pathanamthitta (4), Thiruvananthapuram (7), Thrissur (7), Wayanad (5)",Tamil Nadu,10,3876,T,
June-26,"Alappuzha (21), Ernakulam (9), Idukki (2), Kannur (13), Kasargod (2), Kollam (16), Kottayam (18), Kozhikode (7), Malappuram (16), Palakkad (23), Pathanamthitta (4), Thiruvananthapuram (7), Thrissur (7), Wayanad (5)",None,10,3876,PTP,
June-26,"Alappuzha (21), Ernakulam (9), Idukki (2), Kannur (13), Kasargod (2), Kollam (16), Kottayam (18), Kozhikode (7), Malappuram (16), Palakkad (23), Pathanamthitta (4), Thiruvananthapuram (7), Thrissur (7), Wayanad (5)",Qatar,6,3876,T,
June-26,"Alappuzha (21), Ernakulam (9), Idukki (2), Kannur (13), Kasargod (2), Kollam (16), Kottayam (18), Kozhikode (7), Malappuram (16), Palakkad (23), Pathanamthitta (4), Thiruvananthapuram (7), Thrissur (7), Wayanad (5)",Sri Lanka,5,3876,T,
June-26,"Alappuzha (21), Ernakulam (9), Idukki (2), Kannur (13), Kasargod (2), Kollam (16), Kottayam (18), Kozhikode (7), Malappuram (16), Palakkad (23), Pathanamthitta (4), Thiruvananthapuram (7), Thrissur (7), Wayanad (5)",Oman,4,3876,T,
June-26,"Alappuzha (21), Ernakulam (9), Idukki (2), Kannur (13), Kasargod (2), Kollam (16), Kottayam (18), Kozhikode (7), Malappuram (16), Palakkad (23), Pathanamthitta (4), Thiruvananthapuram (7), Thrissur (7), Wayanad (5)",Karnataka,2,3876,T,
June-26,"Alappuzha (21), Ernakulam (9), Idukki (2), Kannur (13), Kasargod (2), Kollam (16), Kottayam (18), Kozhikode (7), Malappuram (16), Palakkad (23), Pathanamthitta (4), Thiruvananthapuram (7), Thrissur (7), Wayanad (5)",Italy,1,3876,T,
June-26,"Alappuzha (21), Ernakulam (9), Idukki (2), Kannur (13), Kasargod (2), Kollam (16), Kottayam (18), Kozhikode (7), Malappuram (16), Palakkad (23), Pathanamthitta (4), Thiruvananthapuram (7), Thrissur (7), Wayanad (5)",Jharkhand,1,3876,T,
June-26,"Alappuzha (21), Ernakulam (9), Idukki (2), Kannur (13), Kasargod (2), Kollam (16), Kottayam (18), Kozhikode (7), Malappuram (16), Palakkad (23), Pathanamthitta (4), Thiruvananthapuram (7), Thrissur (7), Wayanad (5)",Madhya Pradesh,1,3876,T,
June-26,"Alappuzha (21), Ernakulam (9), Idukki (2), Kannur (13), Kasargod (2), Kollam (16), Kottayam (18), Kozhikode (7), Malappuram (16), Palakkad (23), Pathanamthitta (4), Thiruvananthapuram (7), Thrissur (7), Wayanad (5)",Telangana,1,3876,T,
June-26,"Alappuzha (21), Ernakulam (9), Idukki (2), Kannur (13), Kasargod (2), Kollam (16), Kottayam (18), Kozhikode (7), Malappuram (16), Palakkad (23), Pathanamthitta (4), Thiruvananthapuram (7), Thrissur (7), Wayanad (5)",Uttar Pradesh,1,3876,T,
June-27,"Alappuzha (13), Ernakulam (14), Idukki (2), Kannur (11), Kasargod (11), Kollam (12), Kottayam (15), Kozhikode (8), Malappuram (47), Palakkad (25), Pathanamthitta (6), Thiruvananthapuram (4), Thrissur (22), Wayanad (5)",Kuwait,62,4071,T,[137]
June-27,"Alappuzha (13), Ernakulam (14), Idukki (2), Kannur (11), Kasargod (11), Kollam (12), Kottayam (15), Kozhikode (8), Malappuram (47), Palakkad (25), Pathanamthitta (6), Thiruvananthapuram (4), Thrissur (22), Wayanad (5)",UAE,26,4071,T,[137]
June-27,"Alappuzha (13), Ernakulam (14), Idukki (2), Kannur (11), Kasargod (11), Kollam (12), Kottayam (15), Kozhikode (8), Malappuram (47), Palakkad (25), Pathanamthitta (6), Thiruvananthapuram (4), Thrissur (22), Wayanad (5)",Tamil Nadu,19,4071,T,[137]
June-27,"Alappuzha (13), Ernakulam (14), Idukki (2), Kannur (11), Kasargod (11), Kollam (12), Kottayam (15), Kozhikode (8), Malappuram (47), Palakkad (25), Pathanamthitta (6), Thiruvananthapuram (4), Thrissur (22), Wayanad (5)",None,15,4071,PTP,[137]
June-27,"Alappuzha (13), Ernakulam (14), Idukki (2), Kannur (11), Kasargod (11), Kollam (12), Kottayam (15), Kozhikode (8), Malappuram (47), Palakkad (25), Pathanamthitta (6), Thiruvananthapuram (4), Thrissur (22), Wayanad (5)",Delhi,13,4071,T,[137]
June-27,"Alappuzha (13), Ernakulam (14), Idukki (2), Kannur (11), Kasargod (11), Kollam (12), Kottayam (15), Kozhikode (8), Malappuram (47), Palakkad (25), Pathanamthitta (6), Thiruvananthapuram (4), Thrissur (22), Wayanad (5)",Maharashtra,11,4071,T,[137]
June-27,"Alappuzha (13), Ernakulam (14), Idukki (2), Kannur (11), Kasargod (11), Kollam (12), Kottayam (15), Kozhikode (8), Malappuram (47), Palakkad (25), Pathanamthitta (6), Thiruvananthapuram (4), Thrissur (22), Wayanad (5)",Karnataka,10,4071,T,[137]
June-27,"Alappuzha (13), Ernakulam (14), Idukki (2), Kannur (11), Kasargod (11), Kollam (12), Kottayam (15), Kozhikode (8), Malappuram (47), Palakkad (25), Pathanamthitta (6), Thiruvananthapuram (4), Thrissur (22), Wayanad (5)",Oman,8,4071,T,[137]
June-27,"Alappuzha (13), Ernakulam (14), Idukki (2), Kannur (11), Kasargod (11), Kollam (12), Kottayam (15), Kozhikode (8), Malappuram (47), Palakkad (25), Pathanamthitta (6), Thiruvananthapuram (4), Thrissur (22), Wayanad (5)",Saudi Arabia,8,4071,T,[137]
June-27,"Alappuzha (13), Ernakulam (14), Idukki (2), Kannur (11), Kasargod (11), Kollam (12), Kottayam (15), Kozhikode (8), Malappuram (47), Palakkad (25), Pathanamthitta (6), Thiruvananthapuram (4), Thrissur (22), Wayanad (5)",Qatar,6,4071,T,[137]
June-27,"Alappuzha (13), Ernakulam (14), Idukki (2), Kannur (11), Kasargod (11), Kollam (12), Kottayam (15), Kozhikode (8), Malappuram (47), Palakkad (25), Pathanamthitta (6), Thiruvananthapuram (4), Thrissur (22), Wayanad (5)",Bahrain,5,4071,T,[137]
June-27,"Alappuzha (13), Ernakulam (14), Idukki (2), Kannur (11), Kasargod (11), Kollam (12), Kottayam (15), Kozhikode (8), Malappuram (47), Palakkad (25), Pathanamthitta (6), Thiruvananthapuram (4), Thrissur (22), Wayanad (5)",Madhya Pradesh,3,4071,T,[137]
June-27,"Alappuzha (13), Ernakulam (14), Idukki (2), Kannur (11), Kasargod (11), Kollam (12), Kottayam (15), Kozhikode (8), Malappuram (47), Palakkad (25), Pathanamthitta (6), Thiruvananthapuram (4), Thrissur (22), Wayanad (5)",West Bengal,3,4071,T,[137]
June-27,"Alappuzha (13), Ernakulam (14), Idukki (2), Kannur (11), Kasargod (11), Kollam (12), Kottayam (15), Kozhikode (8), Malappuram (47), Palakkad (25), Pathanamthitta (6), Thiruvananthapuram (4), Thrissur (22), Wayanad (5)",Kazakhstan,2,4071,T,[137]
June-27,"Alappuzha (13), Ernakulam (14), Idukki (2), Kannur (11), Kasargod (11), Kollam (12), Kottayam (15), Kozhikode (8), Malappuram (47), Palakkad (25), Pathanamthitta (6), Thiruvananthapuram (4), Thrissur (22), Wayanad (5)",Andhra Pradesh,1,4071,T,[137]
June-27,"Alappuzha (13), Ernakulam (14), Idukki (2), Kannur (11), Kasargod (11), Kollam (12), Kottayam (15), Kozhikode (8), Malappuram (47), Palakkad (25), Pathanamthitta (6), Thiruvananthapuram (4), Thrissur (22), Wayanad (5)",Egypt,1,4071,T,[137]
June-27,"Alappuzha (13), Ernakulam (14), Idukki (2), Kannur (11), Kasargod (11), Kollam (12), Kottayam (15), Kozhikode (8), Malappuram (47), Palakkad (25), Pathanamthitta (6), Thiruvananthapuram (4), Thrissur (22), Wayanad (5)",Telangana,1,4071,T,[137]
June-27,"Alappuzha (13), Ernakulam (14), Idukki (2), Kannur (11), Kasargod (11), Kollam (12), Kottayam (15), Kozhikode (8), Malappuram (47), Palakkad (25), Pathanamthitta (6), Thiruvananthapuram (4), Thrissur (22), Wayanad (5)",Jammu and Kashmir,1,4071,T,[137]
June-28,"Alappuzha (10), Ernakulam (7), Idukki (4), Kannur (26), Kasargod (6), Kollam (10), Kottayam (5), Kozhikode (7), Malappuram (5), Palakkad (4), Pathanamthitta (3), Thiruvananthapuram (9), Thrissur (17), Wayanad (5)",Kuwait,19,4189,T,
June-28,"Alappuzha (10), Ernakulam (7), Idukki (4), Kannur (26), Kasargod (6), Kollam (10), Kottayam (5), Kozhikode (7), Malappuram (5), Palakkad (4), Pathanamthitta (3), Thiruvananthapuram (9), Thrissur (17), Wayanad (5)",UAE,15,4189,T,
June-28,"Alappuzha (10), Ernakulam (7), Idukki (4), Kannur (26), Kasargod (6), Kollam (10), Kottayam (5), Kozhikode (7), Malappuram (5), Palakkad (4), Pathanamthitta (3), Thiruvananthapuram (9), Thrissur (17), Wayanad (5)",None,14,4189,PTP,
June-28,"Alappuzha (10), Ernakulam (7), Idukki (4), Kannur (26), Kasargod (6), Kollam (10), Kottayam (5), Kozhikode (7), Malappuram (5), Palakkad (4), Pathanamthitta (3), Thiruvananthapuram (9), Thrissur (17), Wayanad (5)",Oman,13,4189,T,
June-28,"Alappuzha (10), Ernakulam (7), Idukki (4), Kannur (26), Kasargod (6), Kollam (10), Kottayam (5), Kozhikode (7), Malappuram (5), Palakkad (4), Pathanamthitta (3), Thiruvananthapuram (9), Thrissur (17), Wayanad (5)",Karnataka,10,4189,T,
June-28,"Alappuzha (10), Ernakulam (7), Idukki (4), Kannur (26), Kasargod (6), Kollam (10), Kottayam (5), Kozhikode (7), Malappuram (5), Palakkad (4), Pathanamthitta (3), Thiruvananthapuram (9), Thrissur (17), Wayanad (5)",Saudi Arabia,10,4189,T,
June-28,"Alappuzha (10), Ernakulam (7), Idukki (4), Kannur (26), Kasargod (6), Kollam (10), Kottayam (5), Kozhikode (7), Malappuram (5), Palakkad (4), Pathanamthitta (3), Thiruvananthapuram (9), Thrissur (17), Wayanad (5)",Delhi,7,4189,T,
June-28,"Alappuzha (10), Ernakulam (7), Idukki (4), Kannur (26), Kasargod (6), Kollam (10), Kottayam (5), Kozhikode (7), Malappuram (5), Palakkad (4), Pathanamthitta (3), Thiruvananthapuram (9), Thrissur (17), Wayanad (5)",Maharashtra,7,4189,T,
June-28,"Alappuzha (10), Ernakulam (7), Idukki (4), Kannur (26), Kasargod (6), Kollam (10), Kottayam (5), Kozhikode (7), Malappuram (5), Palakkad (4), Pathanamthitta (3), Thiruvananthapuram (9), Thrissur (17), Wayanad (5)",Tamil Nadu,5,4189,T,
June-28,"Alappuzha (10), Ernakulam (7), Idukki (4), Kannur (26), Kasargod (6), Kollam (10), Kottayam (5), Kozhikode (7), Malappuram (5), Palakkad (4), Pathanamthitta (3), Thiruvananthapuram (9), Thrissur (17), Wayanad (5)",Bahrain,4,4189,T,
June-28,"Alappuzha (10), Ernakulam (7), Idukki (4), Kannur (26), Kasargod (6), Kollam (10), Kottayam (5), Kozhikode (7), Malappuram (5), Palakkad (4), Pathanamthitta (3), Thiruvananthapuram (9), Thrissur (17), Wayanad (5)",Qatar,4,4189,T,
June-28,"Alappuzha (10), Ernakulam (7), Idukki (4), Kannur (26), Kasargod (6), Kollam (10), Kottayam (5), Kozhikode (7), Malappuram (5), Palakkad (4), Pathanamthitta (3), Thiruvananthapuram (9), Thrissur (17), Wayanad (5)",Chhattisgarh,2,4189,T,
June-28,"Alappuzha (10), Ernakulam (7), Idukki (4), Kannur (26), Kasargod (6), Kollam (10), Kottayam (5), Kozhikode (7), Malappuram (5), Palakkad (4), Pathanamthitta (3), Thiruvananthapuram (9), Thrissur (17), Wayanad (5)",Nigeria,2,4189,T,
June-28,"Alappuzha (10), Ernakulam (7), Idukki (4), Kannur (26), Kasargod (6), Kollam (10), Kottayam (5), Kozhikode (7), Malappuram (5), Palakkad (4), Pathanamthitta (3), Thiruvananthapuram (9), Thrissur (17), Wayanad (5)",Telangana,2,4189,T,
June-28,"Alappuzha (10), Ernakulam (7), Idukki (4), Kannur (26), Kasargod (6), Kollam (10), Kottayam (5), Kozhikode (7), Malappuram (5), Palakkad (4), Pathanamthitta (3), Thiruvananthapuram (9), Thrissur (17), Wayanad (5)",Ghana,1,4189,T,
June-28,"Alappuzha (10), Ernakulam (7), Idukki (4), Kannur (26), Kasargod (6), Kollam (10), Kottayam (5), Kozhikode (7), Malappuram (5), Palakkad (4), Pathanamthitta (3), Thiruvananthapuram (9), Thrissur (17), Wayanad (5)",Gujarat,1,4189,T,
June-28,"Alappuzha (10), Ernakulam (7), Idukki (4), Kannur (26), Kasargod (6), Kollam (10), Kottayam (5), Kozhikode (7), Malappuram (5), Palakkad (4), Pathanamthitta (3), Thiruvananthapuram (9), Thrissur (17), Wayanad (5)",Jammu and Kashmir,1,4189,T,
June-28,"Alappuzha (10), Ernakulam (7), Idukki (4), Kannur (26), Kasargod (6), Kollam (10), Kottayam (5), Kozhikode (7), Malappuram (5), Palakkad (4), Pathanamthitta (3), Thiruvananthapuram (9), Thrissur (17), Wayanad (5)",Rajasthan,1,4189,T,
June-29,"Alappuzha (5), Ernakulam (5), Idukki (5), Kannur (14), Kasargod (4), Kollam (11), Kottayam (8), Kozhikode (9), Malappuram (14), Palakkad (12), Pathanamthitta (13), Thiruvananthapuram (4), Thrissur (26), Wayanad (2)",Overseas,78,4311,T,
June-29,"Alappuzha (5), Ernakulam (5), Idukki (5), Kannur (14), Kasargod (4), Kollam (11), Kottayam (8), Kozhikode (9), Malappuram (14), Palakkad (12), Pathanamthitta (13), Thiruvananthapuram (4), Thrissur (26), Wayanad (2)",Other states,27,4311,T,
June-29,"Alappuzha (5), Ernakulam (5), Idukki (5), Kannur (14), Kasargod (4), Kollam (11), Kottayam (8), Kozhikode (9), Malappuram (14), Palakkad (12), Pathanamthitta (13), Thiruvananthapuram (4), Thrissur (26), Wayanad (2)",None,17,4311,PTP,
June-30,"Alappuzha (9), Ernakulam (10), Kannur (26), Kasargod (8), Kollam (12), Kottayam (3), Kozhikode (4), Malappuram (32), Palakkad (17), Pathanamthitta (1), Thiruvananthapuram (5), Thrissur (4)",KUW,25,4442,T,[138]
June-30,"Alappuzha (9), Ernakulam (10), Kannur (26), Kasargod (8), Kollam (12), Kottayam (3), Kozhikode (4), Malappuram (32), Palakkad (17), Pathanamthitta (1), Thiruvananthapuram (5), Thrissur (4)",Tamil Nadu,13,4442,T,[138]
June-30,"Alappuzha (9), Ernakulam (10), Kannur (26), Kasargod (8), Kollam (12), Kottayam (3), Kozhikode (4), Malappuram (32), Palakkad (17), Pathanamthitta (1), Thiruvananthapuram (5), Thrissur (4)",UAE,12,4442,T,[138]
June-30,"Alappuzha (9), Ernakulam (10), Kannur (26), Kasargod (8), Kollam (12), Kottayam (3), Kozhikode (4), Malappuram (32), Palakkad (17), Pathanamthitta (1), Thiruvananthapuram (5), Thrissur (4)",Saudi Arabia,11,4442,T,[138]
June-30,"Alappuzha (9), Ernakulam (10), Kannur (26), Kasargod (8), Kollam (12), Kottayam (3), Kozhikode (4), Malappuram (32), Palakkad (17), Pathanamthitta (1), Thiruvananthapuram (5), Thrissur (4)",Maharashtra,10,4442,T,[138]
June-30,"Alappuzha (9), Ernakulam (10), Kannur (26), Kasargod (8), Kollam (12), Kottayam (3), Kozhikode (4), Malappuram (32), Palakkad (17), Pathanamthitta (1), Thiruvananthapuram (5), Thrissur (4)",None,10,4442,PTP,[138]
June-30,"Alappuzha (9), Ernakulam (10), Kannur (26), Kasargod (8), Kollam (12), Kottayam (3), Kozhikode (4), Malappuram (32), Palakkad (17), Pathanamthitta (1), Thiruvananthapuram (5), Thrissur (4)",Oman,6,4442,T,[138]
June-30,"Alappuzha (9), Ernakulam (10), Kannur (26), Kasargod (8), Kollam (12), Kottayam (3), Kozhikode (4), Malappuram (32), Palakkad (17), Pathanamthitta (1), Thiruvananthapuram (5), Thrissur (4)",Qatar,6,4442,T,[138]
June-30,"Alappuzha (9), Ernakulam (10), Kannur (26), Kasargod (8), Kollam (12), Kottayam (3), Kozhikode (4), Malappuram (32), Palakkad (17), Pathanamthitta (1), Thiruvananthapuram (5), Thrissur (4)",Delhi,5,4442,T,[138]
June-30,"Alappuzha (9), Ernakulam (10), Kannur (26), Kasargod (8), Kollam (12), Kottayam (3), Kozhikode (4), Malappuram (32), Palakkad (17), Pathanamthitta (1), Thiruvananthapuram (5), Thrissur (4)",Uttar Pradesh,5,4442,T,[138]
June-30,"Alappuzha (9), Ernakulam (10), Kannur (26), Kasargod (8), Kollam (12), Kottayam (3), Kozhikode (4), Malappuram (32), Palakkad (17), Pathanamthitta (1), Thiruvananthapuram (5), Thrissur (4)",Karnataka,4,4442,T,[138]
June-30,"Alappuzha (9), Ernakulam (10), Kannur (26), Kasargod (8), Kollam (12), Kottayam (3), Kozhikode (4), Malappuram (32), Palakkad (17), Pathanamthitta (1), Thiruvananthapuram (5), Thrissur (4)",Bihar,2,4442,T,[138]
